message_date,sender,message_text,service_type
2025-06-25 19:35:20,Me,I’ll look for this backup file and see what’s going on,iMessage
2025-06-25 19:35:56,Me,,iMessage
2025-06-25 19:45:49,Thad Norman,Their ads are completely down right now so that’s a 911 fix for tomorrow,iMessage
2025-06-25 19:49:13,Me,Dirty Bren,iMessage
2025-06-25 19:49:20,Me,,iMessage
2025-06-25 19:49:27,Me,I’ll see what I can do tonight,iMessage
2025-06-25 20:28:20,Thad Norman,"WTF, might need to just rebuild it as in duplicate it like we talked about maybe doing with AP3",iMessage
2025-06-26 07:30:00,Me,,iMessage
2025-06-26 07:30:00,Me,,iMessage
2025-06-26 07:30:00,Me,"Same with neighbors, too… go ahead and flip those to: cash.ns.cloudflare.com and naya.ns.cloudflare.com as well— I am not sure if this is going to be the pattern for new domains moving forward, but it is looking like it. 

What domains do you have your sights on for the next batch of nameserver migrations? Let me know and I’ll look to see if Cloudflare keeps giving me these two new name servers.

Something tells me everything moving forward will be cash and naya — so plan on using those two.",iMessage
2025-06-26 07:48:32,Me,Issue resolved — the right website files are loading now. Configuring SMTP for the LP as we speak.,iMessage
2025-06-26 08:01:00,Me,,iMessage
2025-06-26 08:04:25,Me,,iMessage
2025-06-26 08:13:01,Thad Norman,"I didn’t save their old namesavers for Sun Masters, what do we do?",iMessage
2025-06-26 08:13:12,Me,Just cut them over to the new ones I gave you,iMessage
2025-06-26 08:13:48,Me,Also infinite-wellness.org is ready for nasmeserver change using brett and gigi (the old ones),iMessage
2025-06-26 08:13:53,Thad Norman,That’s done,iMessage
2025-06-26 08:14:34,Thad Norman,Do I need to start taking before screenshots of old Nameservers from now on?,iMessage
2025-06-26 08:24:20,Me,Actually this doesn’t hurt,iMessage
2025-06-26 08:26:26,Thad Norman,,iMessage
2025-06-26 08:26:30,Thad Norman,Is their site back up?,iMessage
2025-06-26 08:26:33,Me,,iMessage
2025-06-26 08:27:35,Me,"Cloudflare was just being a dick and stopped letting us preload domains for a while there, so there’s a set of domains in that spreadsheet that have not been loaded into Cloudflare / may have been loaded at one point, but we had to clear them out of the CF account in order to make room for the ones that were ready to be migrated over immediately",iMessage
2025-06-26 08:27:44,Me,I’ll do an audit and update that sheet here in a few minutes,iMessage
2025-06-26 08:28:14,Me,Let me check. You pointed the nameservers at the two new addresses I gave you right,iMessage
2025-06-26 08:31:52,Me,,iMessage
2025-06-26 08:32:12,Me,I’m concerned they might have had MX (email) records in their DNS or some other records we may need.,iMessage
2025-06-26 08:33:13,Thad Norman,It’s a company called PageUp Pro but it’s like a GoDaddy white label it seems,iMessage
2025-06-26 08:35:20,Me,Ah ok,iMessage
2025-06-26 08:35:43,Me,You didn’t by chance download a copy of the DNS records before you cut over did you?,iMessage
2025-06-26 08:35:52,Me,Because it’s like Go Daddy they probably had an option to export them,iMessage
2025-06-26 08:35:53,Thad Norman,"We can fix their email later, just need to get their website up",iMessage
2025-06-26 08:36:04,Thad Norman,I did not because I didn’t know we needed to do that,iMessage
2025-06-26 08:36:26,Thad Norman,I think they were automatically chosen ones?,iMessage
2025-06-26 08:36:44,Me,,iMessage
2025-06-26 08:37:01,Me,Lord knows I’ve missed a step several times. Alright let me get the site up at least,iMessage
2025-06-26 08:37:25,Thad Norman,"Don’t worry about email records, we just can’t have sites down like this",iMessage
2025-06-26 08:37:35,Me,"We’re goodiI
NSDictionary",iMessage
2025-06-26 08:37:39,Me,"I got you, relax! Lol",iMessage
2025-06-26 08:37:57,Me,"I can multitask like no one you’ve ever seen, perhaps will ever see. Frankly.",iMessage
2025-06-26 08:38:02,Thad Norman,"This is one of those guys who chose to work with me instead of Mike, that’s why there’s hyper sensitivity",iMessage
2025-06-26 08:38:03,Me,Cloufdlare just said we’re pointing which is good,iMessage
2025-06-26 08:38:21,Me,Got you,iMessage
2025-06-26 08:38:33,Me,Standby. Mad scientist in the lab.,iMessage
2025-06-26 08:41:03,Me,All set!,iMessage
2025-06-26 08:41:12,Me,Can you verify on your side.,iMessage
2025-06-26 08:41:16,Me,https://sunmastersdfw.com/,iMessage
2025-06-26 08:43:50,Me,,iMessage
2025-06-26 08:45:06,Thad Norman,"Idk about the honest email, but hosting email yes, lol",iMessage
2025-06-26 08:45:17,Me,,iMessage
2025-06-26 08:48:31,Me,Did you see all the SMTP test emails come through to your consulting@thadnorman.com?,iMessage
2025-06-26 08:48:55,Thad Norman,"I think so, hadn’t worked through them all yet",iMessage
2025-06-26 08:51:11,Me,"Ok, you should have just got one for Sun Masters as well",iMessage
2025-06-26 08:51:17,Me,So we’re all set,iMessage
2025-06-26 08:53:11,Me,Are you ready for infinite-wellness.org?,iMessage
2025-06-26 08:53:43,Thad Norman,"I have to dig up where their domain is registered, another older one",iMessage
2025-06-26 08:55:17,Me,,iMessage
2025-06-26 08:55:19,Thad Norman,Did this one get fixed first though?,iMessage
2025-06-26 08:55:23,Thad Norman,http://infinite-wellness-nc.com,iMessage
2025-06-26 08:55:47,Me,Yes,iMessage
2025-06-26 08:56:04,Me,Waiting on you to update Neighbors and I think we are caught,iMessage
2025-06-26 08:56:45,Me,,iMessage
2025-06-26 09:01:28,Me,"Let me know when you get started on this one, I need to be at the ready",iMessage
2025-06-26 09:04:04,Me,Actually pump the breaks on Neighbors. I don’t have the site files for some reason.,iMessage
2025-06-26 09:06:53,Me,"Ok, it’s a new site. Makes sense. Let me know when I have a green-light to pull the final copy for migration.",iMessage
2025-06-26 10:08:03,Me,,iMessage
2025-06-26 10:08:23,Me,Doing a QA through Cloudflare and making sure those landing pages are properly configured.,iMessage
2025-06-26 10:18:59,Thad Norman,,iMessage
2025-06-26 10:19:40,Thad Norman,,iMessage
2025-06-26 10:19:51,Me,,iMessage
2025-06-26 10:20:12,Me,"I can help you rebuild at worse, once we clear some of our backlog and your website / landing page queue",iMessage
2025-06-26 10:21:03,Me,,iMessage
2025-06-26 10:21:17,Me,,iMessage
2025-06-26 10:22:00,Thad Norman,,iMessage
2025-06-26 10:22:06,Me,"Also, in the spreadsheet, there is a new Column “I”",iMessage
2025-06-26 10:22:38,Me,,iMessage
2025-06-26 10:22:49,Me,So that we don’t run into yesterday’s issue again,iMessage
2025-06-26 10:23:01,Me,I’m almost done updating it,iMessage
2025-06-26 10:27:04,Me,"Last thing, this record is on just about every DNS record we are managing. Guessing it was being used by Bren. It’s a Postmark record. Ring any bells?We should be able to get rid of it once we have Fluent SMTP set up on each site. But wanted to double check with you first.",iMessage
2025-06-26 10:51:30,Me,"The only cash / naya nameservers are: mammoth, neighbors, and sunmastersdfw — the rest are all brett / gigi",iMessage
2025-06-26 10:52:48,Me,,iMessage
2025-06-26 11:37:51,Me,New column added to the sheet called SMTP Identity Created which identifies if the server is configured properly for the domain to send using SMTP — to the right of it is SMTP Plugin Configured which is the final step to making sure that the website itself is using the server’s SMTP services.,iMessage
2025-06-26 11:38:00,Me,Migration Status column has been updated as well,iMessage
2025-06-26 11:43:38,Me,"This is the view I would recommend if you were in your shoes. Sort the columns by Column D and filter for “Waiting for Thad.” This will display the domains that require you to transfer nameservers to (Cloudflare has detected the DNS records, but feel free to note the old nameservers as well. If possible, especially for GoDaddy domains, please make a copy of the old DNS records.) In Column J, you’ll find the nameserver combinations you need to transfer to. All domains are staged in Cloudflare that we have access to (except for Evolved and Tier1, which is no longer).",iMessage
2025-06-26 11:55:37,Thad Norman,Never heard of it as far as I know,iMessage
2025-06-26 11:56:05,Me,,iMessage
2025-06-26 11:56:07,Thad Norman,That’s the one who just pulled the trigger on a new site,iMessage
2025-06-26 11:57:45,Me,,iMessage
2025-06-26 12:03:24,Me,"Prestige Window Tint, Tier 1, Window Film Solutions are no longer with Velocity right?",iMessage
2025-06-26 12:03:56,Me,What about Get In Detail? Trying to figure out what the Red Highlighted brands are for,iMessage
2025-06-26 12:05:46,Thad Norman,Get In Detail for coerced by Burke so he’s leaving,iMessage
2025-06-26 12:14:53,Me,"Ok created a new Column C for you called “Client Status” that tracks whether the client is Active, Pending, Leaving or VIP",iMessage
2025-06-26 12:15:13,Me,Pending being you’re still trying to figure it out or something. Or things are weird. Lol,iMessage
2025-06-26 12:15:26,Me,"VIP being, they’re a pain in the ass or a huge client and my team needs to be ready to assist at a sharper level with them",iMessage
2025-06-26 12:59:51,Thad Norman,Page from Esoteric old site:,iMessage
2025-06-26 12:59:56,Thad Norman,7https://www.esotericdetail.com/project/c7-corvette-hre/,iMessage
2025-06-26 13:00:33,Thad Norman,=“https://www.esotericdetail.com/project/c7-corvette-hre/“,iMessage
2025-06-26 14:04:57,Thad Norman,911: Esoteric site is down now,iMessage
2025-06-26 14:06:01,Thad Norman,That’s a BIG client as well and can’t have that one down at all,iMessage
2025-06-26 14:06:24,Thad Norman,Esoteric texted me about it so they’re aware,iMessage
2025-06-26 14:08:22,Me,It’s back live. It was literally down for 1 minute while I was trying to recover the page,iMessage
2025-06-26 14:08:30,Me,I was pointing back at Bren’s server,iMessage
2025-06-26 14:08:52,Me,,iMessage
2025-06-26 14:13:14,Me,They really shouldn’t have been working on the site during the transition.,iMessage
2025-06-26 15:18:47,Thad Norman,Esoteric texted me again that their site is down again,iMessage
2025-06-26 15:19:34,Me,"It’s not downiI
NSDictionary",iMessage
2025-06-26 15:19:58,Me,Tell them to clear their browser cache,iMessage
2025-06-26 15:20:56,Me,,iMessage
2025-06-26 15:28:34,Me,All good?,iMessage
2025-06-26 15:32:39,Thad Norman,It’s working for me,iMessage
2025-06-26 15:32:53,Thad Norman,But didn’t on Chrome so I did see what they saw,iMessage
2025-06-26 15:33:08,Me,Assuming this is what they saw,iMessage
2025-06-26 15:33:36,Me,n480 means “you’re at the right place but we don’t have the website files you’re looking for anymore”,iMessage
2025-06-26 15:34:36,Me,,iMessage
2025-06-26 15:44:18,Thad Norman,I’ve asked Bren’s software engineer if he can grab a screenshot for us from an old site backup,iMessage
2025-06-26 16:01:22,Me,,iMessage
2025-06-26 16:31:39,Thad Norman,"Infinite’s ads are still down, just wanted to double check the Cloudflare stuff is still off even with their site changes?",iMessage
2025-06-26 16:32:38,Me,,iMessage
2025-06-26 16:33:52,Me,Infinite-wellness-nc.com right?,iMessage
2025-06-26 16:35:02,Me,Did we put a google tag on there when the wrong site was up?,iMessage
2025-06-26 16:45:08,Me,,iMessage
2025-06-26 16:58:31,Thad Norman,"Correct, that’s the site. Not sure on the Google Tag",iMessage
2025-06-26 17:00:16,Me,When did they recheck it?,iMessage
2025-06-26 17:00:39,Me,Because last time it was an effect of them not running the test again,iMessage
2025-06-26 17:03:59,Thad Norman,,iMessage
2025-06-26 17:04:38,Me,When was the flag time stamped?,iMessage
2025-06-26 17:05:55,Thad Norman,"Yesterday or day before, I can check",iMessage
2025-06-26 17:08:45,Me,You definitely need a Google Tag on the site for it to detect anything,iMessage
2025-06-26 17:09:17,Me,So if there wasn’t one before cut over then there’s no one now. We’ll need to drop one into the site header.,iMessage
2025-06-26 18:30:54,Thad Norman,"There was one before the cutover, it’s an old and established campaign",iMessage
2025-06-27 09:02:58,Thad Norman,,iMessage
2025-06-27 09:13:33,Me,On a call will text you back shortly,iMessage
2025-06-27 10:18:09,Me,Yes,iMessage
2025-06-27 10:29:46,Thad Norman,,iMessage
2025-06-27 11:07:02,Thad Norman,Just saw this issue for Rahal Piaggio’s Google Ads landing page,iMessage
2025-06-27 11:08:07,Me,,iMessage
2025-06-27 11:08:38,Me,,iMessage
2025-06-27 11:09:30,Me,,iMessage
2025-06-27 11:12:47,Me,What is the phone number they want to use in the header and footer?,iMessage
2025-06-27 11:13:30,Thad Norman,https://youtu.be/IkC7S37htsQ,iMessage
2025-06-27 11:13:42,Thad Norman,260-296-2894,iMessage
2025-06-27 11:38:31,Thad Norman,"One other thing, Sun Masters said their email isn’t working now. Is that an easy fix?",iMessage
2025-06-27 11:40:17,Me,Are they using Google Workspace?,iMessage
2025-06-27 11:41:19,Thad Norman,I’m checking now,iMessage
2025-06-27 11:52:26,Thad Norman,He uses Google,iMessage
2025-06-27 11:59:26,Me,Need them to get me the DKIM selector,iMessage
2025-06-27 11:59:53,Me,"Here are the instructions: 	1.	Log into Google Admin Console (https://admin.google.com/)
2.	Go to Apps > Google Workspace > Gmail > Authenticate Email
3.	You’ll see the DKIM selector — typically something like: google
4.	Enable DKIM signing if it’s not already enabled
5.	Copy the full TXT record that Google gives you",iMessage
2025-06-27 12:00:59,Me,,iMessage
2025-06-27 12:08:57,Thad Norman,,iMessage
2025-06-27 14:03:08,Me,On the phone — everything good?,iMessage
2025-06-27 14:03:29,Thad Norman,"Yep, got access to Legacy’s DNS and can update their Nameservers. I reference the sheet on which ones to use?",iMessage
2025-06-27 14:04:01,Me,Yes what’s in the sheet is accurate,iMessage
2025-06-27 14:04:13,Me,,iMessage
2025-06-27 14:06:23,Thad Norman,"Got it, doing that now. Also wanted to circle back on that website edit whenever you have a free minute",iMessage
2025-06-27 15:00:57,Thad Norman,Legacy Nameservers are updated,iMessage
2025-06-27 15:09:03,Me,,iMessage
2025-06-27 15:09:47,Thad Norman,https://replace-windshield.com/,iMessage
2025-06-27 15:10:39,Thad Norman,4https://car-window-tinting.com/texas-tint-and-glass/,iMessage
2025-06-27 15:10:43,Me,,iMessage
2025-06-27 15:12:19,Thad Norman,Thttps://drive.google.com/drive/folders/1PsrjrZS8-xOk18z3dUHUQ6iRN362chAx?usp=sharing,iMessage
2025-06-27 15:12:32,Thad Norman,Photos for Auto Concierge,iMessage
2025-06-27 15:13:02,Thad Norman,Ihttps://us02web.zoom.us/j/9685323240?pwd=R21BcWx0bjdQRkxxUWErYUtFODlKZz09,iMessage
2025-06-27 15:49:57,Me,Is their email back up and running?,iMessage
2025-06-27 16:16:00,Thad Norman,,iMessage
2025-06-27 16:43:31,Me,Gotcha. Not going to have that lander done by EOD — I’ll prioritize it ahead of everyone else on your list though.,iMessage
2025-06-27 16:44:30,Thad Norman,"Please do, the campaign was just finished, I still have to review it though",iMessage
2025-06-27 16:44:41,Me,,iMessage
2025-06-27 16:44:57,Thad Norman,"I saw the Cloudflare notification for Legacy, they’re live?",iMessage
2025-06-27 16:46:19,Me,,iMessage
2025-06-27 16:46:50,Me,I didn’t see you give me a heads up on that today so I didn’t do anything to prep for it,iMessage
2025-06-27 16:48:48,Me,We’re pointing at the old servers still so it’s all good,iMessage
2025-06-27 16:49:41,Me,I’ll get it switched over Monday,iMessage
2025-06-27 18:02:05,Thad Norman,,iMessage
2025-06-27 18:02:34,Thad Norman,I had mentioned Legacy here,iMessage
2025-06-27 18:02:43,Thad Norman,,iMessage
2025-06-27 18:02:54,Me,,iMessage
2025-06-28 09:45:40,Thad Norman,,iMessage
2025-06-29 10:35:37,Me,Legacy is live. SMTP plugin is set up also. Sheet updated.,iMessage
2025-06-29 10:36:12,Me,Don’t forget to update me on this Monday. Shutting down the office — have a good Sunday! ☀️,iMessage
2025-06-29 20:26:16,Thad Norman,"I hadn’t heard back yet from them, I wouldn’t worry about it",iMessage
2025-06-30 08:01:31,Me,,iMessage
2025-06-30 08:02:29,Thad Norman,"We don’t need the locator yet, just the WFR homepage and that’s behind in priority of Auto Concierge",iMessage
2025-06-30 08:02:32,Me,Expect progress to start snowballing with those projects ✈️,iMessage
2025-06-30 08:04:33,Me,,iMessage
2025-06-30 08:06:27,Me,,iMessage
2025-06-30 08:06:30,Me,"Yup, Auto Concierge is the lander on replace windshield.",iMessage
2025-06-30 08:07:26,Me,,iMessage
2025-06-30 08:15:12,Thad Norman,"K, please be gentle, lol",iMessage
2025-06-30 08:22:53,Me,,iMessage
2025-06-30 08:23:04,Me,"Just remember, you’re now working with the best 😎🫡",iMessage
2025-06-30 08:24:58,Thad Norman,,iMessage
2025-06-30 08:33:18,Thad Norman,Can you help with fixing the footer icons on this page?,iMessage
2025-06-30 08:33:20,Thad Norman,)https://redlinetinttexas.com/window-tint/,iMessage
2025-06-30 08:33:45,Thad Norman,,iMessage
2025-06-30 08:34:05,Thad Norman,Same on this page:,iMessage
2025-06-30 08:34:07,Thad Norman,3https://redlinetinttexas.com/paint-protection-film/,iMessage
2025-06-30 08:34:28,Thad Norman,"And this one, lol:",iMessage
2025-06-30 08:34:31,Thad Norman,-https://redlinetinttexas.com/ceramic-coating/,iMessage
2025-06-30 08:39:49,Me,,iMessage
2025-06-30 08:40:00,Me,Like these guys and their goofy footer icons haha,iMessage
2025-06-30 08:40:04,Me,Standby,iMessage
2025-06-30 08:40:11,Thad Norman,"I know man, we’re cleaning up a lot of shit, lol",iMessage
2025-06-30 08:41:12,Me,"Just want to quickly confirm — homepage footer continues to look good, right?",iMessage
2025-06-30 08:41:35,Thad Norman,"Yep, that’s the weird thing",iMessage
2025-06-30 08:44:18,Me,I think I got to the root of it this time. Check it out now,iMessage
2025-06-30 08:44:44,Thad Norman,Nailed it!,iMessage
2025-06-30 08:46:21,Me,Awesome,iMessage
2025-06-30 08:47:10,Me,I’m confident that was a permanent fix from what I have gathered messing with that devs’ sites for the past few weeks.,iMessage
2025-06-30 09:51:23,Thad Norman,,iMessage
2025-06-30 09:51:44,Me,"Yes pleaseiI
NSDictionary",iMessage
2025-06-30 09:52:32,Me,"I’ll pull a copy and migrate it today. Once it’s staged, I’ll give you the greenlight to flip the DNS",iMessage
2025-06-30 09:52:37,Me,Give me 30 and I think I can get it done before noon,iMessage
2025-06-30 09:59:45,Thad Norman,Called to see if you knew how to export a Figma file?,iMessage
2025-06-30 10:52:19,Me,.https://replace-windshield.com/auto-concierge/,iMessage
2025-06-30 10:52:19,Me,How’s this look,iMessage
2025-06-30 10:52:29,Me,Sorry I missed you was on the phone,iMessage
2025-06-30 10:52:37,Me,Do you still need help with this,iMessage
2025-06-30 10:54:15,Thad Norman,"I just got this from Bakers in regards to their lead form. Did this get changed when we setup their SMTP?: 

It did have that “get a quote” section removed. With the small “get a quote” sending you to this link,

 “https://app.tintwiz.com/web/cs/qor2dvn2a8d2nqji8fcrolptkkbwn2ou” 

Now it’s back to all of them sending you through the email service again instead of my CRM.",iMessage
2025-06-30 12:10:30,Me,,iMessage
2025-06-30 12:10:32,Me,https://bakerswindowtint.com/,iMessage
2025-06-30 12:26:36,Thad Norman,"Looks great! iI
NSDictionary",iMessage
2025-06-30 12:32:11,Thad Norman,That’s a tint conversion landing page. It has to be a glass replacement landing page,iMessage
2025-06-30 12:33:08,Thad Norman,It’s literally supposed to be a duplicate of this page with Auto Concierge photos and info:,iMessage
2025-06-30 12:33:10,Thad Norman,https://replace-windshield.com/,iMessage
2025-06-30 12:33:11,Me,Ah you want it to use the design for AE,iMessage
2025-06-30 12:33:14,Thad Norman,I’ll do it really quick,iMessage
2025-06-30 12:33:31,Me,"No, please don’t. I’m already in there",iMessage
2025-06-30 12:33:41,Me,Still hooking in your landing page logic,iMessage
2025-06-30 12:37:28,Thad Norman,Uploading files in a gravity form seems to be broken?,iMessage
2025-06-30 12:37:29,Thad Norman,#https://esotericdetail.com/newhire/,iMessage
2025-06-30 12:37:29,Thad Norman,"t

Just got this from Esoteric. I promise issues are not this prevalent, not sure what happened on their site though",iMessage
2025-06-30 12:37:53,Thad Norman,Doesn’t seem to be working on contact either,iMessage
2025-06-30 12:37:53,Thad Norman,&https://esotericdetail.com/contact-us/,iMessage
2025-06-30 12:37:53,Thad Norman,And sent this,iMessage
2025-06-30 12:38:30,Me,We’ll check,iMessage
2025-06-30 12:41:27,Me,How big is the file they’re trying to upload?,iMessage
2025-06-30 12:54:31,Thad Norman,"I’m checking, I got this popup when I tried to click on the New Hire link again",iMessage
2025-06-30 12:55:05,Me,,iMessage
2025-06-30 12:57:23,Thad Norman,Should I try uploading a file?,iMessage
2025-06-30 12:58:11,Me,Do you know what size file to upload?,iMessage
2025-06-30 12:58:52,Thad Norman,,iMessage
2025-06-30 13:10:43,Thad Norman,"Yeah, he didn’t listen to any of that, they’re working through bouncing between HR systems right now so it is what it is. I’d just leave them wide open for now then can revisit it again later. He said he’s going to set the data from those forms to automatically delete after so much time.",iMessage
2025-06-30 13:11:05,Me,,iMessage
2025-06-30 13:11:28,Me,Ok,iMessage
2025-06-30 13:15:21,Thad Norman,,iMessage
2025-06-30 13:20:57,Me,,iMessage
2025-06-30 16:27:01,Me,Is Esoteric doing something heavy with the site right now? It’s consuming a ton of CPU.,iMessage
2025-06-30 16:27:27,Me,I’m guessing they’re uploading images or something. No need to check in with them; just curious.,iMessage
2025-06-30 16:28:55,Me,Also do you want a phone number in replace-windhshield.com’s header? Similar to the one in car-window-tinting.com,iMessage
2025-06-30 16:30:27,Thad Norman,"No idea, I can ask",iMessage
2025-06-30 16:30:51,Me,"It’s ok, we can hold off until tomorrow. We’re going to monitor it.",iMessage
2025-06-30 16:31:43,Thad Norman,,iMessage
2025-06-30 16:32:00,Thad Norman,Do you think they’re trying to download the site or anything concerning there?,iMessage
2025-06-30 16:32:26,Me,Talking to Christian about that now,iMessage
2025-06-30 16:32:57,Thad Norman,,iMessage
2025-06-30 16:33:15,Me,It definitely crossed my mind but I’ll have him dig in and look,iMessage
2025-06-30 16:39:34,Thad Norman,Is this concerning? Saw the WP Activity Log plugin was not there,iMessage
2025-06-30 16:40:19,Me,We think it’s because they have so many damn plugins on that site actually,iMessage
2025-06-30 16:41:09,Thad Norman,Not so worried about the phone number as I am in getting that glass page done today so I can publish that campaign,iMessage
2025-06-30 16:41:31,Me,,iMessage
2025-06-30 16:41:43,Me,It’s done if you want to check it out,iMessage
2025-06-30 16:41:56,Me,.https://replace-windshield.com/auto-concierge/,iMessage
2025-06-30 16:53:06,Me,Need to clean up the styling on the form page but other than that it’s cooking,iMessage
2025-06-30 16:56:40,Thad Norman,,iMessage
2025-06-30 16:57:49,Me,,iMessage
2025-06-30 16:58:10,Me,It’s in the hero but also we can place it at the bottom and have the buttons anchor jump to it,iMessage
2025-06-30 16:59:52,Thad Norman,"The login on the sheet isn’t working, did the PW get changed?",iMessage
2025-06-30 17:03:16,Me,Not sure. Right click the cell and click show edit history. I’ll be home in 20ish,iMessage
2025-06-30 17:05:07,Thad Norman,"Doesn’t look like it’s been changed, you added the login on the 29th",iMessage
2025-06-30 17:08:49,Thad Norman,It’s the same as what’s saved in my browser already though,iMessage
2025-06-30 17:09:20,Me,Shouldn’t be but I’ll check,iMessage
2025-06-30 17:09:53,Me,You shouldn’t need it to review the page though. Let me know about the form. On page vs new page,iMessage
2025-06-30 17:10:10,Me,I’ll get it flipped back if it was changed for some reason,iMessage
2025-06-30 17:10:34,Thad Norman,"I was trying to update the lead form for Auto Concierge, it should be the same selections as Windshields Xpress",iMessage
2025-06-30 17:19:57,Me,,iMessage
2025-06-30 17:21:57,Thad Norman,"I’ve got tons of Tesla photos we can use, I’ll update it",iMessage
2025-06-30 17:33:13,Me,"""thad@velocity-seo.com is your user",iMessage
2025-06-30 17:33:29,Me,Not consulting@thadnorman.com,iMessage
2025-06-30 17:33:32,Me,Same password though,iMessage
2025-06-30 17:33:40,Thad Norman,"Got it, thank you sir",iMessage
2025-06-30 17:33:48,Me,You’re welcome,iMessage
2025-06-30 17:33:52,Me,Let me update this form,iMessage
2025-06-30 17:34:07,Me,I updated the sheet for you also,iMessage
2025-06-30 17:35:57,Me,,iMessage
2025-06-30 17:39:37,Thad Norman,"One small thing, there’s a Get a Free Quote button at the top that I don’t think we need here:",iMessage
2025-06-30 17:39:40,Thad Norman,9https://replace-windshield.com/free-quote/auto-concierge/,iMessage
2025-06-30 17:40:01,Me,Ok,iMessage
2025-06-30 17:40:32,Me,You’re in Gravity Forms so I can’t access the form editor,iMessage
2025-06-30 17:41:44,Me,We’re using Fluent Forms Pro and not Gravity for the landing page. Do you need these fields moved over?,iMessage
2025-06-30 17:41:47,Thad Norman,"I’m out, featured image changed on the page as well when I just tried texting it to the customer",iMessage
2025-06-30 17:41:50,Me,,iMessage
2025-06-30 17:42:08,Thad Norman,I already changed the fields in Fluent forms,iMessage
2025-06-30 17:42:30,Me,Probably a caching thing,iMessage
2025-06-30 17:42:46,Me,And I wouldn’t send it to the customer yet. Lol.,iMessage
2025-06-30 17:43:16,Me,I need clarification on if you’re good with adding the form to the bottom of the landing page rather than its own page,iMessage
2025-06-30 17:43:27,Me,I’m not crazy about it going to another page. That’s two separate things to maintain.,iMessage
2025-06-30 20:05:24,Me,"Quick but important update: moving forward, all of your landing pages will follow a consistent URL structure for improved organization and scalability. New format is: /lp/your-landing-page-name. This format will apply to all current and future landing pages built on your site.Example: replace-windshield.com/lp/auto-concierge",iMessage
2025-06-30 20:06:24,Me,No text content],iMessage
2025-06-30 20:08:58,Me,"Be sure to update your paid search team — any questions, let me know.",iMessage
2025-06-30 20:23:54,Thad Norman,Why the extra LP? Those URLs are only used for LP’s,iMessage
2025-06-30 20:24:39,Me,Because we’re managing your landing pages in their own post type rather than as literal pages.,iMessage
2025-06-30 20:26:49,Me,,iMessage
2025-06-30 20:28:11,Me,/http://replace-windshield.com/lp/auto-concierge,iMessage
2025-06-30 20:31:02,Thad Norman,,iMessage
2025-06-30 20:32:52,Me,I can show you tomorrow,iMessage
2025-06-30 20:35:49,Thad Norman,,iMessage
2025-07-01 08:01:00,Me,,iMessage
2025-07-01 09:23:46,Thad Norman,,iMessage
2025-07-01 09:23:52,Thad Norman,From Esoteric,iMessage
2025-07-01 09:37:20,Thad Norman,"He didn’t answer, can you just allow it for now until I talk to him?",iMessage
2025-07-01 09:37:59,Me,Copy. I have Christian working on it now.,iMessage
2025-07-01 10:06:37,Me,Issue resolved.,iMessage
2025-07-01 10:09:59,Me,"We’re re-sending the email that previously failed — only one message was affected. The failure occurred because one of the attached images was unusually large, nearly twice the maximum size allowed by AWS (10 MB). Just FYI — we use AWS as our premium SMTP service for sender reputation, reliability, deliverability. They’re the gold standard in the industry, but with the reliability comes tighter restrictions on things such as attachment size.",iMessage
2025-07-01 10:13:22,Me,"Appears as if they’ve been using this form since 2021. Previously, uploaded files were attached directly to the notification emails. We’ve updated the behavior so that uploaded files are now included as secure download links instead. Recipients will still receive all the necessary information, but instead of embedded images / attachments, they’ll click the provided links to view or download the uploaded files. This change prevents future delivery issues while maintaining access to submitted documents. And it’s more secure because you can control access to links. You can’t control access to images once they hit someone’s email server.",iMessage
2025-07-01 10:14:41,Me,"If they have any questions or concerns, feel free to let me know.

If there was a specific reason they preferred having the raw images embedded directly in the email — and that workflow is essential — we can explore setting them up with an alternative to AWS that supports larger payloads or direct file attachments without the same size restrictions. But unless it was absolutely mission critical, this is the most reliable, more secure and most cost efficient solution.",iMessage
2025-07-01 10:31:08,Me,,iMessage
2025-07-01 10:40:55,Thad Norman,"Please use this email for Windshields Xpress leads:

Windshieldxpressleads@gmail.com",iMessage
2025-07-01 10:41:33,Me,"Liked “Please use this email for Windshields Xpress leads:

Windshieldxpressleads@gmail.com”",iMessage
2025-07-01 10:43:13,Me,Done. They can test it when they’re ready.,iMessage
2025-07-01 10:48:20,Thad Norman,"Got it, I’ll get the email for Auto Concierge",iMessage
2025-07-01 10:48:29,Me,Sounds good,iMessage
2025-07-01 11:37:57,Me,"You said Shades of Gray is no longer a client right? If so, I need to remove their Google Tag from car-window-tinting.com",iMessage
2025-07-01 12:44:51,Thad Norman,"Correct, please leave it for now, they won’t transition for 30 days",iMessage
2025-07-01 12:51:25,Me,,iMessage
2025-07-01 12:51:50,Thad Norman,How are we looking on the Guardian LP?,iMessage
2025-07-01 16:24:50,Me,No text content],iMessage
2025-07-01 16:24:50,Me,Been out of the office all day — here you go!,iMessage
2025-07-01 16:25:06,Me,"You said Lead notifications: Same as PPF LP. Not sure what that means, sorry if you told me already. Reminder?",iMessage
2025-07-01 16:26:59,Me,4https://car-window-tinting.com/guardian-window-tint/,iMessage
